session_id,device,channel,viewed_product,added_to_cart,reached_checkout,completed_purchase
SESS_05407,Tablet,Paid Ads,1,1,0,0
SESS_05408,Desktop,Organic Search,0,0,0,0
SESS_05409,Desktop,Organic Search,1,0,0,0
SESS_05410,Mobile,Organic Search,1,1,1,1
SESS_05411,Mobile,Paid Ads,1,1,0,0
SESS_05412,Desktop,Organic Search,1,1,1,1
SESS_05413,Mobile,Social Media,1,1,0,0
SESS_05414,Desktop,Organic Search,1,0,0,0
SESS_05415,Desktop,Paid Ads,1,1,0,0
SESS_05416,Desktop,Paid Ads,1,0,0,0
SESS_05417,Desktop,Direct,1,1,0,0
SESS_05418,Desktop,Organic Search,0,0,0,0
SESS_05419,Desktop,Organic Search,1,0,0,0
SESS_05420,Desktop,Organic Search,0,0,0,0
SESS_05421,Desktop,Organic Search,0,0,0,0
SESS_05422,Desktop,Paid Ads,0,0,0,0
SESS_05423,Tablet,Direct,0,0,0,0
SESS_05424,Desktop,Paid Ads,1,1,1,1
SESS_05425,Desktop,Social Media,0,0,0,0
SESS_05426,Mobile,Organic Search,1,0,0,0
SESS_05427,Tablet,Paid Ads,1,1,1,1
SESS_05428,Desktop,Direct,1,1,1,1
SESS_05429,Mobile,Social Media,1,1,0,0
SESS_05430,Mobile,Organic Search,1,1,1,1
SESS_05431,Mobile,Paid Ads,1,0,0,0
SESS_05432,Desktop,Social Media,1,1,0,0
SESS_05433,Mobile,Organic Search,1,0,0,0
SESS_05434,Desktop,Paid Ads,1,1,0,0
SESS_05435,Mobile,Organic Search,1,1,1,1
SESS_05436,Mobile,Direct,1,0,0,0
SESS_05437,Desktop,Paid Ads,1,1,1,1
SESS_05438,Mobile,Direct,1,0,0,0
SESS_05439,Desktop,Paid Ads,1,0,0,0
SESS_05440,Mobile,Direct,1,0,0,0
SESS_05441,Desktop,Social Media,1,0,0,0
SESS_05442,Desktop,Direct,1,0,0,0
SESS_05443,Desktop,Organic Search,1,0,0,0
SESS_05444,Tablet,Organic Search,1,1,1,0
SESS_05445,Desktop,Organic Search,0,0,0,0
SESS_05446,Desktop,Organic Search,1,0,0,0
SESS_05447,Desktop,Organic Search,1,0,0,0
SESS_05448,Mobile,Organic Search,1,1,0,0
SESS_05449,Mobile,Organic Search,1,0,0,0
SESS_05450,Desktop,Organic Search,0,0,0,0
SESS_05451,Desktop,Organic Search,1,1,1,1
SESS_05452,Desktop,Direct,1,0,0,0
SESS_05453,Desktop,Social Media,1,0,0,0
SESS_05454,Desktop,Organic Search,1,0,0,0
SESS_05455,Mobile,Direct,1,1,0,0
SESS_05456,Desktop,Organic Search,1,1,1,1
SESS_05457,Desktop,Social Media,1,0,0,0
SESS_05458,Desktop,Direct,0,0,0,0
SESS_05459,Tablet,Paid Ads,1,1,0,0
SESS_05460,Tablet,Organic Search,1,1,1,1
SESS_05461,Mobile,Direct,1,1,1,1
SESS_05462,Desktop,Paid Ads,1,1,0,0
SESS_05463,Desktop,Organic Search,1,0,0,0
SESS_05464,Desktop,Organic Search,1,0,0,0
SESS_05465,Desktop,Paid Ads,1,0,0,0
SESS_05466,Mobile,Paid Ads,1,0,0,0
SESS_05467,Mobile,Social Media,1,0,0,0
SESS_05468,Mobile,Paid Ads,1,1,0,0
SESS_05469,Mobile,Paid Ads,1,0,0,0
SESS_05470,Desktop,Paid Ads,1,1,1,0
SESS_05471,Mobile,Direct,1,0,0,0
SESS_05472,Desktop,Paid Ads,1,1,1,0
SESS_05473,Desktop,Paid Ads,0,0,0,0
SESS_05474,Mobile,Direct,1,1,0,0
SESS_05475,Desktop,Organic Search,1,0,0,0
SESS_05476,Desktop,Direct,1,1,1,1
SESS_05477,Desktop,Paid Ads,1,1,0,0
SESS_05478,Mobile,Organic Search,0,0,0,0
SESS_05479,Mobile,Social Media,1,0,0,0
SESS_05480,Desktop,Direct,1,1,1,1
SESS_05481,Mobile,Paid Ads,1,1,0,0
SESS_05482,Desktop,Direct,1,1,1,0
SESS_05483,Desktop,Paid Ads,1,0,0,0
SESS_05484,Mobile,Paid Ads,1,0,0,0
SESS_05485,Mobile,Paid Ads,1,1,0,0
SESS_05486,Tablet,Paid Ads,0,0,0,0
SESS_05487,Desktop,Social Media,1,1,1,1
SESS_05488,Mobile,Direct,1,1,0,0
SESS_05489,Mobile,Organic Search,1,0,0,0
SESS_05490,Tablet,Paid Ads,1,1,1,0
SESS_05491,Desktop,Organic Search,1,0,0,0
SESS_05492,Mobile,Direct,1,0,0,0
SESS_05493,Mobile,Organic Search,0,0,0,0
SESS_05494,Desktop,Organic Search,1,1,0,0
SESS_05495,Desktop,Organic Search,1,0,0,0
SESS_05496,Desktop,Paid Ads,1,0,0,0
SESS_05497,Mobile,Organic Search,1,1,0,0
SESS_05498,Mobile,Direct,1,1,1,1
SESS_05499,Mobile,Direct,1,1,0,0
SESS_05500,Mobile,Social Media,1,0,0,0
SESS_05501,Mobile,Social Media,1,1,0,0
SESS_05502,Desktop,Paid Ads,1,1,1,1
SESS_05503,Desktop,Organic Search,0,0,0,0
SESS_05504,Desktop,Social Media,1,1,0,0
SESS_05505,Desktop,Paid Ads,1,1,0,0
SESS_05506,Desktop,Paid Ads,1,0,0,0
SESS_05507,Mobile,Paid Ads,1,0,0,0
SESS_05508,Desktop,Organic Search,1,1,1,1
SESS_05509,Desktop,Organic Search,1,1,1,1
SESS_05510,Desktop,Direct,1,1,1,1
SESS_05511,Desktop,Organic Search,1,1,1,1
SESS_05512,Tablet,Paid Ads,1,0,0,0
SESS_05513,Mobile,Social Media,1,0,0,0
SESS_05514,Mobile,Paid Ads,1,0,0,0
SESS_05515,Desktop,Organic Search,1,0,0,0
SESS_05516,Mobile,Direct,1,0,0,0
SESS_05517,Mobile,Direct,0,0,0,0
SESS_05518,Mobile,Organic Search,1,0,0,0
SESS_05519,Desktop,Organic Search,1,1,1,0
SESS_05520,Mobile,Paid Ads,1,0,0,0
SESS_05521,Mobile,Direct,1,1,0,0
SESS_05522,Mobile,Social Media,1,1,0,0
SESS_05523,Mobile,Organic Search,1,0,0,0
SESS_05524,Desktop,Paid Ads,1,1,1,1
SESS_05525,Mobile,Organic Search,0,0,0,0
SESS_05526,Desktop,Direct,1,0,0,0
SESS_05527,Mobile,Paid Ads,1,0,0,0
SESS_05528,Desktop,Paid Ads,0,0,0,0
SESS_05529,Desktop,Organic Search,1,1,1,1
SESS_05530,Desktop,Organic Search,1,1,1,1
SESS_05531,Mobile,Direct,1,0,0,0
SESS_05532,Desktop,Paid Ads,1,1,1,1
SESS_05533,Mobile,Social Media,1,0,0,0
SESS_05534,Mobile,Direct,1,1,1,1
SESS_05535,Desktop,Organic Search,1,1,1,1
SESS_05536,Desktop,Social Media,1,1,1,1
SESS_05537,Desktop,Organic Search,1,0,0,0
SESS_05538,Mobile,Paid Ads,1,1,0,0
SESS_05539,Mobile,Organic Search,1,1,0,0
SESS_05540,Desktop,Organic Search,1,1,0,0
SESS_05541,Desktop,Organic Search,1,1,1,0
SESS_05542,Mobile,Organic Search,1,1,1,1
SESS_05543,Mobile,Direct,1,1,0,0
SESS_05544,Mobile,Paid Ads,1,0,0,0
SESS_05545,Mobile,Paid Ads,1,1,0,0
SESS_05546,Desktop,Paid Ads,1,1,1,0
SESS_05547,Desktop,Paid Ads,1,0,0,0
SESS_05548,Desktop,Direct,0,0,0,0
SESS_05549,Desktop,Direct,1,0,0,0
SESS_05550,Desktop,Paid Ads,1,1,0,0
SESS_05551,Desktop,Organic Search,1,1,1,1
SESS_05552,Desktop,Organic Search,1,1,1,1
SESS_05553,Tablet,Direct,0,0,0,0
SESS_05554,Mobile,Direct,0,0,0,0
SESS_05555,Mobile,Organic Search,1,1,0,0
SESS_05556,Mobile,Paid Ads,1,0,0,0
SESS_05557,Desktop,Social Media,1,1,0,0
SESS_05558,Mobile,Social Media,1,1,0,0
SESS_05559,Desktop,Social Media,1,0,0,0
SESS_05560,Mobile,Social Media,1,0,0,0
SESS_05561,Desktop,Organic Search,1,1,0,0
SESS_05562,Tablet,Direct,1,1,1,1
SESS_05563,Desktop,Paid Ads,1,0,0,0
SESS_05564,Desktop,Direct,1,0,0,0
SESS_05565,Tablet,Organic Search,1,1,0,0
SESS_05566,Desktop,Direct,1,0,0,0
SESS_05567,Mobile,Organic Search,1,1,1,0
SESS_05568,Mobile,Organic Search,1,0,0,0
SESS_05569,Mobile,Direct,1,0,0,0
SESS_05570,Tablet,Organic Search,1,0,0,0
SESS_05571,Tablet,Social Media,1,0,0,0
SESS_05572,Desktop,Organic Search,1,1,1,1
SESS_05573,Mobile,Social Media,1,1,0,0
SESS_05574,Mobile,Direct,1,0,0,0
SESS_05575,Mobile,Direct,1,1,0,0
SESS_05576,Desktop,Organic Search,1,1,1,1
SESS_05577,Mobile,Organic Search,1,0,0,0
SESS_05578,Tablet,Paid Ads,1,1,1,1
SESS_05579,Tablet,Paid Ads,1,1,1,1
SESS_05580,Desktop,Paid Ads,0,0,0,0
SESS_05581,Desktop,Social Media,1,0,0,0
SESS_05582,Desktop,Organic Search,1,1,1,1
SESS_05583,Mobile,Direct,1,1,0,0
SESS_05584,Mobile,Organic Search,1,0,0,0
SESS_05585,Desktop,Direct,1,0,0,0
SESS_05586,Desktop,Organic Search,0,0,0,0
SESS_05587,Desktop,Direct,1,0,0,0
SESS_05588,Desktop,Organic Search,1,1,1,1
SESS_05589,Tablet,Direct,1,0,0,0
SESS_05590,Mobile,Direct,1,1,1,0
SESS_05591,Desktop,Paid Ads,0,0,0,0
SESS_05592,Mobile,Paid Ads,1,1,1,0
SESS_05593,Desktop,Paid Ads,1,1,0,0
SESS_05594,Tablet,Paid Ads,1,1,0,0
SESS_05595,Desktop,Direct,0,0,0,0
SESS_05596,Desktop,Organic Search,1,0,0,0
SESS_05597,Desktop,Direct,1,1,1,1
SESS_05598,Mobile,Paid Ads,1,0,0,0
SESS_05599,Mobile,Paid Ads,1,0,0,0
SESS_05600,Mobile,Direct,1,0,0,0
SESS_05601,Desktop,Organic Search,1,1,1,1
SESS_05602,Desktop,Social Media,1,0,0,0
SESS_05603,Desktop,Organic Search,1,0,0,0
SESS_05604,Mobile,Paid Ads,1,0,0,0
SESS_05605,Desktop,Organic Search,1,1,1,0
SESS_05606,Mobile,Direct,1,1,0,0
SESS_05607,Mobile,Paid Ads,0,0,0,0
SESS_05608,Mobile,Paid Ads,1,1,0,0
SESS_05609,Desktop,Paid Ads,1,0,0,0
SESS_05610,Desktop,Organic Search,1,0,0,0
SESS_05611,Desktop,Organic Search,1,1,1,0
SESS_05612,Mobile,Paid Ads,1,1,1,0
SESS_05613,Mobile,Organic Search,1,1,0,0
SESS_05614,Desktop,Organic Search,1,1,1,1
SESS_05615,Desktop,Social Media,1,0,0,0
SESS_05616,Mobile,Organic Search,1,0,0,0
SESS_05617,Mobile,Organic Search,1,1,0,0
SESS_05618,Desktop,Paid Ads,1,1,0,0
SESS_05619,Mobile,Social Media,1,0,0,0
SESS_05620,Desktop,Organic Search,1,1,1,1
SESS_05621,Desktop,Organic Search,1,0,0,0
SESS_05622,Tablet,Paid Ads,1,0,0,0
SESS_05623,Mobile,Paid Ads,1,0,0,0
SESS_05624,Mobile,Paid Ads,1,1,0,0
SESS_05625,Desktop,Organic Search,1,1,0,0
SESS_05626,Mobile,Organic Search,1,0,0,0
SESS_05627,Desktop,Paid Ads,1,1,1,1
SESS_05628,Desktop,Social Media,1,1,0,0
SESS_05629,Mobile,Social Media,1,0,0,0
SESS_05630,Desktop,Direct,1,0,0,0
SESS_05631,Mobile,Organic Search,1,1,1,1
SESS_05632,Mobile,Organic Search,1,1,0,0
SESS_05633,Desktop,Social Media,1,0,0,0
SESS_05634,Desktop,Paid Ads,1,1,1,1
SESS_05635,Desktop,Organic Search,1,1,0,0
SESS_05636,Desktop,Direct,0,0,0,0
SESS_05637,Mobile,Organic Search,1,1,1,1
SESS_05638,Mobile,Direct,0,0,0,0
SESS_05639,Desktop,Paid Ads,1,1,1,1
SESS_05640,Desktop,Paid Ads,1,1,1,1
SESS_05641,Mobile,Organic Search,1,0,0,0
SESS_05642,Mobile,Organic Search,1,0,0,0
SESS_05643,Desktop,Social Media,1,0,0,0
SESS_05644,Desktop,Organic Search,1,0,0,0
SESS_05645,Mobile,Direct,1,0,0,0
SESS_05646,Desktop,Social Media,0,0,0,0
SESS_05647,Desktop,Paid Ads,0,0,0,0
SESS_05648,Mobile,Paid Ads,1,0,0,0
SESS_05649,Mobile,Direct,0,0,0,0
SESS_05650,Mobile,Direct,1,1,1,1
SESS_05651,Mobile,Direct,1,1,0,0
SESS_05652,Mobile,Direct,1,0,0,0
SESS_05653,Desktop,Paid Ads,1,1,1,1
SESS_05654,Desktop,Direct,0,0,0,0
SESS_05655,Desktop,Paid Ads,1,1,1,0
SESS_05656,Desktop,Organic Search,0,0,0,0
SESS_05657,Mobile,Organic Search,0,0,0,0
SESS_05658,Mobile,Social Media,1,0,0,0
SESS_05659,Tablet,Direct,1,1,1,1
SESS_05660,Mobile,Organic Search,1,1,0,0
SESS_05661,Desktop,Organic Search,1,0,0,0
SESS_05662,Desktop,Direct,1,1,1,1
SESS_05663,Mobile,Organic Search,1,1,1,1
SESS_05664,Mobile,Organic Search,1,0,0,0
SESS_05665,Mobile,Paid Ads,0,0,0,0
SESS_05666,Mobile,Paid Ads,1,0,0,0
SESS_05667,Mobile,Organic Search,1,1,0,0
SESS_05668,Mobile,Direct,1,1,0,0
SESS_05669,Desktop,Paid Ads,1,0,0,0
SESS_05670,Mobile,Direct,1,0,0,0
SESS_05671,Mobile,Paid Ads,1,1,0,0
SESS_05672,Desktop,Paid Ads,1,0,0,0
SESS_05673,Mobile,Direct,1,0,0,0
SESS_05674,Desktop,Paid Ads,1,0,0,0
SESS_05675,Tablet,Social Media,1,1,1,0
SESS_05676,Desktop,Paid Ads,1,1,0,0
SESS_05677,Mobile,Organic Search,1,1,0,0
SESS_05678,Desktop,Organic Search,1,1,1,0
SESS_05679,Mobile,Social Media,1,1,1,1
SESS_05680,Desktop,Organic Search,0,0,0,0
SESS_05681,Desktop,Paid Ads,1,0,0,0
SESS_05682,Desktop,Direct,1,0,0,0
SESS_05683,Tablet,Direct,1,1,1,0
SESS_05684,Desktop,Paid Ads,1,0,0,0
SESS_05685,Desktop,Paid Ads,1,0,0,0
SESS_05686,Mobile,Paid Ads,1,1,1,1
SESS_05687,Mobile,Social Media,1,1,0,0
SESS_05688,Tablet,Direct,1,1,1,1
SESS_05689,Desktop,Direct,1,0,0,0
SESS_05690,Mobile,Social Media,1,1,0,0
SESS_05691,Desktop,Direct,0,0,0,0
SESS_05692,Desktop,Paid Ads,1,1,1,1
SESS_05693,Mobile,Organic Search,0,0,0,0
SESS_05694,Mobile,Direct,1,0,0,0
SESS_05695,Mobile,Organic Search,1,1,0,0
SESS_05696,Desktop,Organic Search,1,1,1,1
SESS_05697,Desktop,Social Media,1,0,0,0
SESS_05698,Desktop,Paid Ads,1,0,0,0
SESS_05699,Tablet,Paid Ads,1,0,0,0
SESS_05700,Desktop,Organic Search,1,0,0,0
SESS_05701,Desktop,Organic Search,1,1,1,1
SESS_05702,Desktop,Direct,1,1,0,0
SESS_05703,Mobile,Organic Search,1,0,0,0
SESS_05704,Desktop,Direct,1,1,1,1
SESS_05705,Tablet,Direct,1,1,1,1
SESS_05706,Desktop,Organic Search,1,1,0,0
SESS_05707,Mobile,Organic Search,1,1,0,0
SESS_05708,Desktop,Direct,1,1,1,1
SESS_05709,Mobile,Organic Search,1,0,0,0
SESS_05710,Tablet,Organic Search,1,1,0,0
SESS_05711,Desktop,Direct,1,1,0,0
SESS_05712,Tablet,Social Media,1,1,1,0
SESS_05713,Desktop,Direct,1,0,0,0
SESS_05714,Tablet,Social Media,1,0,0,0
SESS_05715,Mobile,Direct,1,1,1,1
SESS_05716,Desktop,Social Media,0,0,0,0
SESS_05717,Desktop,Direct,1,0,0,0
SESS_05718,Desktop,Paid Ads,1,1,0,0
SESS_05719,Desktop,Organic Search,1,0,0,0
SESS_05720,Desktop,Paid Ads,1,0,0,0
SESS_05721,Desktop,Organic Search,1,1,1,1
SESS_05722,Desktop,Direct,1,0,0,0
SESS_05723,Mobile,Paid Ads,1,1,0,0
SESS_05724,Desktop,Direct,0,0,0,0
SESS_05725,Desktop,Social Media,1,1,0,0
SESS_05726,Mobile,Direct,1,0,0,0
SESS_05727,Desktop,Organic Search,1,1,1,1
SESS_05728,Desktop,Paid Ads,1,1,1,1
SESS_05729,Desktop,Organic Search,1,1,1,1
SESS_05730,Tablet,Direct,1,0,0,0
SESS_05731,Mobile,Paid Ads,1,1,0,0
SESS_05732,Desktop,Paid Ads,1,1,1,1
SESS_05733,Mobile,Social Media,1,0,0,0
SESS_05734,Mobile,Organic Search,1,0,0,0
SESS_05735,Mobile,Organic Search,1,0,0,0
SESS_05736,Mobile,Organic Search,1,1,0,0
SESS_05737,Mobile,Organic Search,1,0,0,0
SESS_05738,Desktop,Paid Ads,1,1,0,0
SESS_05739,Desktop,Organic Search,1,1,1,1
SESS_05740,Desktop,Organic Search,0,0,0,0
SESS_05741,Mobile,Organic Search,1,0,0,0
SESS_05742,Mobile,Paid Ads,0,0,0,0
SESS_05743,Mobile,Social Media,1,0,0,0
SESS_05744,Tablet,Paid Ads,1,0,0,0
SESS_05745,Desktop,Organic Search,1,1,0,0
SESS_05746,Mobile,Paid Ads,1,0,0,0
SESS_05747,Mobile,Paid Ads,1,1,0,0
SESS_05748,Tablet,Direct,1,0,0,0
SESS_05749,Tablet,Direct,0,0,0,0
SESS_05750,Mobile,Direct,1,1,1,1
SESS_05751,Desktop,Organic Search,0,0,0,0
SESS_05752,Mobile,Paid Ads,1,1,1,1
SESS_05753,Desktop,Organic Search,0,0,0,0
SESS_05754,Mobile,Organic Search,1,0,0,0
SESS_05755,Tablet,Social Media,1,1,1,1
SESS_05756,Desktop,Paid Ads,1,0,0,0
SESS_05757,Mobile,Paid Ads,0,0,0,0
SESS_05758,Desktop,Organic Search,1,0,0,0
SESS_05759,Desktop,Direct,1,0,0,0
SESS_05760,Desktop,Direct,1,1,1,1
SESS_05761,Mobile,Direct,1,1,1,1
SESS_05762,Tablet,Organic Search,1,1,1,1
SESS_05763,Tablet,Organic Search,1,1,1,1
SESS_05764,Desktop,Direct,1,0,0,0
SESS_05765,Mobile,Direct,1,1,1,0
SESS_05766,Mobile,Direct,1,0,0,0
SESS_05767,Desktop,Paid Ads,1,0,0,0
SESS_05768,Desktop,Paid Ads,0,0,0,0
SESS_05769,Desktop,Organic Search,1,1,1,1
SESS_05770,Tablet,Organic Search,1,0,0,0
SESS_05771,Mobile,Organic Search,1,0,0,0
SESS_05772,Mobile,Direct,0,0,0,0
SESS_05773,Desktop,Direct,1,1,1,1
SESS_05774,Mobile,Social Media,1,1,0,0
SESS_05775,Desktop,Social Media,0,0,0,0
SESS_05776,Desktop,Paid Ads,1,1,1,0
SESS_05777,Mobile,Social Media,1,0,0,0
SESS_05778,Desktop,Paid Ads,1,1,0,0
SESS_05779,Mobile,Direct,1,0,0,0
SESS_05780,Desktop,Social Media,1,1,1,1
SESS_05781,Mobile,Direct,1,0,0,0
SESS_05782,Desktop,Paid Ads,1,0,0,0
SESS_05783,Mobile,Organic Search,1,0,0,0
SESS_05784,Desktop,Organic Search,0,0,0,0
SESS_05785,Desktop,Paid Ads,1,1,0,0
SESS_05786,Tablet,Organic Search,1,1,1,1
SESS_05787,Desktop,Organic Search,1,0,0,0
SESS_05788,Mobile,Organic Search,1,0,0,0
SESS_05789,Tablet,Organic Search,1,0,0,0
SESS_05790,Desktop,Social Media,1,1,1,0
SESS_05791,Desktop,Paid Ads,0,0,0,0
SESS_05792,Mobile,Organic Search,1,1,1,1
SESS_05793,Tablet,Direct,1,1,0,0
SESS_05794,Tablet,Paid Ads,1,0,0,0
SESS_05795,Mobile,Direct,1,1,1,1
SESS_05796,Mobile,Direct,1,0,0,0
SESS_05797,Desktop,Organic Search,1,0,0,0
SESS_05798,Tablet,Social Media,1,0,0,0
SESS_05799,Tablet,Direct,1,0,0,0
SESS_05800,Desktop,Direct,1,1,0,0
SESS_05801,Desktop,Organic Search,1,0,0,0
SESS_05802,Desktop,Organic Search,1,1,1,0
SESS_05803,Desktop,Organic Search,1,1,1,1
SESS_05804,Mobile,Organic Search,1,0,0,0
SESS_05805,Desktop,Organic Search,1,0,0,0
SESS_05806,Desktop,Direct,1,1,1,1
SESS_05807,Desktop,Direct,0,0,0,0
SESS_05808,Tablet,Paid Ads,1,0,0,0
SESS_05809,Mobile,Social Media,1,1,0,0
SESS_05810,Desktop,Direct,0,0,0,0
SESS_05811,Desktop,Direct,1,1,0,0
SESS_05812,Tablet,Direct,0,0,0,0
SESS_05813,Mobile,Paid Ads,1,0,0,0
SESS_05814,Desktop,Paid Ads,1,0,0,0
SESS_05815,Desktop,Organic Search,0,0,0,0
SESS_05816,Desktop,Paid Ads,1,0,0,0
SESS_05817,Desktop,Paid Ads,1,1,1,1
SESS_05818,Mobile,Social Media,1,0,0,0
SESS_05819,Tablet,Direct,1,1,0,0
SESS_05820,Desktop,Direct,1,0,0,0
SESS_05821,Mobile,Direct,1,1,0,0
SESS_05822,Desktop,Social Media,1,1,1,1
SESS_05823,Mobile,Paid Ads,1,1,0,0
SESS_05824,Mobile,Organic Search,1,0,0,0
SESS_05825,Desktop,Direct,1,1,1,1
SESS_05826,Desktop,Organic Search,1,0,0,0
SESS_05827,Mobile,Organic Search,1,1,0,0
SESS_05828,Desktop,Organic Search,1,1,0,0
SESS_05829,Desktop,Organic Search,1,1,1,0
SESS_05830,Mobile,Direct,1,1,0,0
SESS_05831,Tablet,Paid Ads,1,0,0,0
SESS_05832,Desktop,Organic Search,1,0,0,0
SESS_05833,Mobile,Organic Search,0,0,0,0
SESS_05834,Desktop,Direct,1,1,0,0
SESS_05835,Mobile,Paid Ads,1,0,0,0
SESS_05836,Mobile,Organic Search,1,1,0,0
SESS_05837,Mobile,Social Media,1,0,0,0
SESS_05838,Desktop,Organic Search,1,1,1,1
SESS_05839,Mobile,Social Media,1,0,0,0
SESS_05840,Mobile,Social Media,1,0,0,0
SESS_05841,Desktop,Organic Search,1,1,1,1
SESS_05842,Desktop,Social Media,1,1,1,1
SESS_05843,Desktop,Organic Search,0,0,0,0
SESS_05844,Desktop,Organic Search,1,1,0,0
SESS_05845,Mobile,Direct,1,0,0,0
SESS_05846,Desktop,Organic Search,1,0,0,0
SESS_05847,Desktop,Paid Ads,1,0,0,0
SESS_05848,Mobile,Paid Ads,1,0,0,0
SESS_05849,Desktop,Direct,0,0,0,0
SESS_05850,Mobile,Organic Search,1,1,1,1
SESS_05851,Desktop,Direct,1,1,1,0
SESS_05852,Tablet,Paid Ads,1,0,0,0
SESS_05853,Mobile,Direct,1,0,0,0
SESS_05854,Mobile,Social Media,1,0,0,0
SESS_05855,Desktop,Direct,1,0,0,0
SESS_05856,Mobile,Organic Search,1,0,0,0
SESS_05857,Desktop,Social Media,1,0,0,0
SESS_05858,Desktop,Organic Search,1,1,1,1
SESS_05859,Desktop,Direct,0,0,0,0
SESS_05860,Mobile,Organic Search,0,0,0,0
SESS_05861,Desktop,Direct,1,1,1,1
SESS_05862,Mobile,Social Media,1,1,1,1
SESS_05863,Desktop,Organic Search,0,0,0,0
SESS_05864,Desktop,Organic Search,1,0,0,0
SESS_05865,Mobile,Organic Search,1,0,0,0
SESS_05866,Desktop,Direct,1,1,1,1
SESS_05867,Mobile,Paid Ads,1,0,0,0
SESS_05868,Desktop,Social Media,1,1,1,1
SESS_05869,Mobile,Social Media,1,0,0,0
SESS_05870,Mobile,Organic Search,0,0,0,0
SESS_05871,Desktop,Organic Search,1,0,0,0
SESS_05872,Desktop,Direct,1,1,0,0
SESS_05873,Mobile,Paid Ads,0,0,0,0
SESS_05874,Mobile,Organic Search,1,1,0,0
SESS_05875,Desktop,Organic Search,1,1,0,0
SESS_05876,Desktop,Social Media,1,1,1,0
SESS_05877,Mobile,Direct,1,0,0,0
SESS_05878,Mobile,Direct,1,0,0,0
SESS_05879,Desktop,Direct,1,0,0,0
SESS_05880,Desktop,Direct,1,0,0,0
SESS_05881,Desktop,Direct,1,1,0,0
SESS_05882,Mobile,Organic Search,1,1,0,0
SESS_05883,Desktop,Organic Search,1,0,0,0
SESS_05884,Tablet,Direct,1,1,0,0
SESS_05885,Desktop,Paid Ads,1,0,0,0
SESS_05886,Desktop,Direct,1,0,0,0
SESS_05887,Mobile,Paid Ads,1,1,1,1
SESS_05888,Tablet,Organic Search,1,0,0,0
SESS_05889,Mobile,Organic Search,1,1,0,0
SESS_05890,Desktop,Social Media,1,1,1,0
SESS_05891,Mobile,Direct,0,0,0,0
SESS_05892,Mobile,Organic Search,1,0,0,0
SESS_05893,Desktop,Social Media,1,0,0,0
SESS_05894,Desktop,Organic Search,1,1,1,0
SESS_05895,Desktop,Organic Search,1,0,0,0
SESS_05896,Desktop,Organic Search,0,0,0,0
SESS_05897,Tablet,Paid Ads,1,1,1,1
SESS_05898,Desktop,Social Media,0,0,0,0
SESS_05899,Tablet,Direct,1,1,0,0
SESS_05900,Mobile,Direct,1,0,0,0
SESS_05901,Mobile,Organic Search,1,0,0,0
SESS_05902,Mobile,Direct,1,1,0,0
SESS_05903,Desktop,Organic Search,1,1,1,0
SESS_05904,Desktop,Direct,1,1,0,0
SESS_05905,Desktop,Direct,1,0,0,0
SESS_05906,Mobile,Direct,1,1,0,0
SESS_05907,Desktop,Social Media,1,1,1,1
SESS_05908,Mobile,Direct,1,0,0,0
SESS_05909,Desktop,Direct,1,0,0,0
SESS_05910,Desktop,Direct,1,0,0,0
SESS_05911,Desktop,Social Media,1,1,1,1
SESS_05912,Tablet,Paid Ads,1,1,1,1
SESS_05913,Mobile,Paid Ads,1,0,0,0
SESS_05914,Desktop,Direct,1,0,0,0
SESS_05915,Mobile,Paid Ads,0,0,0,0
SESS_05916,Desktop,Organic Search,0,0,0,0
SESS_05917,Tablet,Organic Search,1,1,1,1
SESS_05918,Mobile,Organic Search,1,1,1,1
SESS_05919,Desktop,Paid Ads,0,0,0,0
SESS_05920,Mobile,Paid Ads,1,1,0,0
SESS_05921,Desktop,Social Media,1,1,0,0
SESS_05922,Tablet,Social Media,0,0,0,0
SESS_05923,Desktop,Direct,1,1,1,1
SESS_05924,Mobile,Organic Search,1,1,0,0
SESS_05925,Desktop,Direct,1,1,1,0
SESS_05926,Mobile,Social Media,1,0,0,0
SESS_05927,Mobile,Direct,1,1,0,0
SESS_05928,Mobile,Social Media,1,0,0,0
SESS_05929,Mobile,Organic Search,1,0,0,0
SESS_05930,Mobile,Organic Search,0,0,0,0
SESS_05931,Desktop,Direct,1,1,1,0
SESS_05932,Desktop,Organic Search,1,1,1,0
SESS_05933,Desktop,Social Media,1,0,0,0
SESS_05934,Tablet,Direct,1,0,0,0
SESS_05935,Desktop,Organic Search,1,1,1,1
SESS_05936,Mobile,Direct,1,0,0,0
SESS_05937,Mobile,Organic Search,1,0,0,0
SESS_05938,Desktop,Direct,1,1,1,1
SESS_05939,Desktop,Organic Search,1,0,0,0
SESS_05940,Desktop,Social Media,1,1,1,1
SESS_05941,Desktop,Organic Search,1,0,0,0
SESS_05942,Desktop,Organic Search,1,1,0,0
SESS_05943,Desktop,Organic Search,0,0,0,0
SESS_05944,Mobile,Direct,1,1,0,0
SESS_05945,Tablet,Organic Search,1,0,0,0
SESS_05946,Desktop,Organic Search,0,0,0,0
SESS_05947,Desktop,Direct,1,0,0,0
SESS_05948,Desktop,Paid Ads,0,0,0,0
SESS_05949,Mobile,Organic Search,1,1,0,0
SESS_05950,Mobile,Paid Ads,1,1,0,0
SESS_05951,Desktop,Social Media,1,1,1,1
SESS_05952,Desktop,Direct,1,0,0,0
